2016/01/25 12:45:09,26.188751,28.453123
2016/01/25 12:46:00,26.205002,28.720005
2016/01/25 12:47:00,26.195505,28.295004
2016/01/25 12:48:00,26.207504,28.060495
2016/01/25 12:49:00,26.234737,28.149479
2016/01/25 12:50:00,26.268997,28.319998
2016/01/25 12:51:00,26.275497,28.319996
2016/01/25 12:52:00,26.330002,28.344997
2016/01/25 12:53:00,26.3375,28.133495
2016/01/25 12:54:00,26.353157,28.091045
2016/01/25 12:55:00,26.348001,28.001505
2016/01/25 12:56:00,26.331501,27.900003
2016/01/25 12:57:00,26.383505,28.141504
2016/01/25 12:58:00,26.372501,28.143
2016/01/25 12:59:00,26.384502,28.389996
2016/01/25 13:00:00,26.41632,28.513685
2016/01/25 13:01:00,26.4805,28.603994
2016/01/25 13:02:00,26.4815,28.589993
2016/01/25 13:03:00,26.5165,28.550007
2016/01/25 13:04:00,26.519999,28.539999
2016/01/25 13:05:00,26.54316,28.499474
2016/01/25 13:06:00,26.539001,28.459997
2016/01/25 13:07:00,26.543499,28.426004
2016/01/25 13:08:00,26.5405,28.569004
2016/01/25 13:09:00,26.5545,28.460001
2016/01/25 13:10:00,26.557003,28.485004
2016/01/25 13:11:00,26.572634,28.499475
2016/01/25 13:12:00,26.558502,28.410501
2016/01/25 13:13:00,26.574001,28.51
2016/01/25 13:14:00,26.577503,28.445004
2016/01/25 13:15:00,26.5825,28.52
2016/01/25 13:16:00,26.596317,28.662113
2016/01/25 13:17:00,26.626003,28.591503
2016/01/25 13:18:00,26.6,28.418503
2016/01/25 13:19:00,26.466,27.878994
2016/01/25 13:20:00,26.444,27.868002
2016/01/25 13:21:00,26.448505,27.8305
2016/01/25 13:22:00,26.489471,28.302109
2016/01/25 13:23:00,26.504498,28.535004
2016/01/25 13:24:00,26.503,28.510004
2016/01/25 13:25:00,26.520502,28.569498
2016/01/25 13:26:00,26.561,28.454998
2016/01/25 13:27:00,26.566845,28.520527
2016/01/25 13:28:00,26.571003,28.5695
2016/01/25 13:29:00,26.574503,28.677505
