,‰·“x,Ž¼“x
2016/1/23 7:04,22.908504,32.33001
2016/1/23 7:05,22.912634,32.293163
2016/1/23 7:06,22.913502,32.245
2016/1/23 7:07,22.911003,32.23
2016/1/23 7:08,22.910002,32.23
2016/1/23 7:09,22.9,32.23
2016/1/23 7:10,22.90316,32.235264
2016/1/23 7:11,22.890003,32.23
2016/1/23 7:12,22.908504,32.234997
2016/1/23 7:13,22.892004,32.23
2016/1/23 7:14,22.889004,32.23
2016/1/23 7:15,22.869503,32.23
2016/1/23 7:16,22.850529,32.277374
2016/1/23 7:17,22.865002,32.300003
2016/1/23 7:18,22.882004,32.239998
2016/1/23 7:19,22.8915,32.23
2016/1/23 7:20,22.865501,32.23
2016/1/23 7:21,22.865267,32.235264
2016/1/23 7:22,22.900503,32.23
2016/1/23 7:23,22.924002,32.194
2016/1/23 7:24,22.893002,32.221
2016/1/23 7:25,22.887,32.23
2016/1/23 7:26,22.8685,32.23
2016/1/23 7:27,22.874214,32.23
2016/1/23 7:28,22.884,32.23
2016/1/23 7:29,22.893002,32.23
2016/1/23 7:30,22.891003,32.23
2016/1/23 7:31,22.910004,32.212006
2016/1/23 7:32,22.911583,32.154217
2016/1/23 7:33,22.913504,32.158005
2016/1/23 7:34,22.924004,32.14451
2016/1/23 7:35,22.898502,32.153503
2016/1/23 7:36,22.933,32.14451
2016/1/23 7:37,22.89579,32.140007
2016/1/23 7:38,22.878504,32.211998
2016/1/23 7:39,22.867502,32.225502
2016/1/23 7:40,22.859503,32.23
2016/1/23 7:41,22.843502,32.23
2016/1/23 7:42,22.846502,32.23
2016/1/23 7:43,22.869474,32.23
2016/1/23 7:44,22.869,32.23
2016/1/23 7:45,22.8585,32.225502
2016/1/23 7:46,22.848501,32.23
2016/1/23 7:47,22.842503,32.23
2016/1/23 7:48,22.86263,32.23
2016/1/23 7:49,22.87,32.23
2016/1/23 7:50,22.881002,32.194008
2016/1/23 7:51,22.863,32.203
2016/1/23 7:52,22.896,32.167004
2016/1/23 7:53,22.879501,32.140007
2016/1/23 7:54,22.86579,32.177902
2016/1/23 7:55,22.875004,32.203
2016/1/23 7:56,22.872503,32.153507
2016/1/23 7:57,22.855,32.1985
2016/1/23 7:58,22.869501,32.212
2016/1/23 7:59,22.851053,32.225266
2016/1/23 8:00,22.844,32.23
2016/1/23 8:01,22.858505,32.225502
2016/1/23 8:02,22.892502,32.15351
2016/1/23 8:03,22.884003,32.140007
2016/1/23 8:04,22.868,32.140007
2016/1/23 8:05,22.861578,32.140007
2016/1/23 8:06,22.855001,32.140007
2016/1/23 8:07,22.852503,32.162502
2016/1/23 8:08,22.860498,32.140007
2016/1/23 8:09,22.852999,32.140007
2016/1/23 8:10,22.833685,32.154213
2016/1/23 8:11,22.808002,32.2165
2016/1/23 8:12,22.835001,32.23
2016/1/23 8:13,22.858501,32.176006
2016/1/23 8:14,22.8545,32.140007
2016/1/23 8:15,22.842632,32.140007
2016/1/23 8:16,22.844002,32.140007
2016/1/23 8:17,22.8555,32.140007
2016/1/23 8:18,22.875004,32.140007
2016/1/23 8:19,22.8685,32.140007
2016/1/23 8:20,22.854502,32.140007
2016/1/23 8:21,22.862106,32.140007
2016/1/23 8:22,22.867504,32.140007
2016/1/23 8:23,22.853,32.140007
2016/1/23 8:24,22.851498,32.140007
2016/1/23 8:25,22.856503,32.140007
2016/1/23 8:26,22.853685,32.140007
2016/1/23 8:27,22.867,32.140007
2016/1/23 8:28,22.891,32.140007
2016/1/23 8:29,22.876501,32.135006
2016/1/23 8:30,22.897001,32.135006
2016/1/23 8:31,22.888,32.075
2016/1/23 8:32,22.871578,32.124218
2016/1/23 8:33,22.855,32.140007
2016/1/23 8:34,22.8455,32.140007
2016/1/23 8:35,22.827,32.140007
2016/1/23 8:36,22.858997,32.140007
2016/1/23 8:37,22.846846,32.140007
2016/1/23 8:38,22.850998,32.140007
2016/1/23 8:39,22.844501,32.140007
2016/1/23 8:40,22.842001,32.140007
2016/1/23 8:41,22.822002,32.140007
2016/1/23 8:42,22.846003,32.140007
2016/1/23 8:43,22.848948,32.140007
2016/1/23 8:44,22.876003,32.135006
2016/1/23 8:45,22.876001,32.050003
2016/1/23 8:46,22.8685,32.045002
2016/1/23 8:47,22.879501,32.045
2016/1/23 8:48,22.856846,32.045265
2016/1/23 8:49,22.833002,32.135006
2016/1/23 8:50,22.815502,32.140007
2016/1/23 8:51,22.821003,32.140007
2016/1/23 8:52,22.811003,32.140007
2016/1/23 8:53,22.80895,32.140007
2016/1/23 8:54,22.840502,32.140007
2016/1/23 8:55,22.817501,32.125008
2016/1/23 8:56,22.767002,32.140007
2016/1/23 8:57,22.774002,32.140007
2016/1/23 8:58,22.784504,32.140007
2016/1/23 8:59,22.787895,32.140007
2016/1/23 9:00,22.810001,32.140007
2016/1/23 9:01,22.816502,32.11501
2016/1/23 9:02,22.815002,32.090004
2016/1/23 9:03,22.814001,32.050003
2016/1/23 9:04,22.79158,32.134743
2016/1/23 9:05,22.787004,32.140007
2016/1/23 9:06,22.781002,32.140007
2016/1/23 9:07,22.806004,32.130005
2016/1/23 9:08,22.807003,32.085
2016/1/23 9:09,22.808002,32.04
2016/1/23 9:10,22.813158,32.04
2016/1/23 9:11,22.785503,32.090004
2016/1/23 9:12,22.781002,32.11501
2016/1/23 9:13,22.824001,32.055
2016/1/23 9:14,22.765501,32.060005
2016/1/23 9:15,22.77,32.129482
2016/1/23 9:16,22.802502,32.079998
2016/1/23 9:17,22.829002,32.04
2016/1/23 9:18,22.841501,32.035
2016/1/23 9:19,22.86,31.955002
2016/1/23 9:20,22.846003,31.939999
2016/1/23 9:21,22.836319,31.939999
2016/1/23 9:22,22.844,31.939999
2016/1/23 9:23,22.863003,31.939999
2016/1/23 9:24,22.859999,31.939999
2016/1/23 9:25,22.837503,31.939999
2016/1/23 9:26,22.816317,31.939999
2016/1/23 9:27,22.8425,31.939999
2016/1/23 9:28,22.839,31.939999
2016/1/23 9:29,22.839502,31.935501
2016/1/23 9:30,22.8055,31.939999
2016/1/23 9:31,22.833002,31.939999
2016/1/23 9:32,22.824213,31.939999
2016/1/23 9:33,22.84,31.922
2016/1/23 9:34,22.8555,31.85
2016/1/23 9:35,22.864498,31.85
2016/1/23 9:36,22.862997,31.85
2016/1/23 9:37,22.871582,31.85
2016/1/23 9:38,22.8425,31.844997
2016/1/23 9:39,22.857502,31.85
2016/1/23 9:40,22.856503,31.85
2016/1/23 9:41,22.874004,31.805002
2016/1/23 9:42,22.856998,31.76
2016/1/23 9:43,22.852104,31.776316
2016/1/23 9:44,22.847002,31.789997
2016/1/23 9:45,22.8475,31.779999
2016/1/23 9:46,22.875504,31.75
2016/1/23 9:47,22.8655,31.75
2016/1/23 9:48,22.8505,31.75
2016/1/23 9:49,22.871056,31.75
2016/1/23 9:50,22.8745,31.75
2016/1/23 9:51,22.868504,31.75
2016/1/23 9:52,22.878002,31.75
2016/1/23 9:53,22.855001,31.75
2016/1/23 9:54,22.858952,31.75
2016/1/23 9:55,22.8565,31.75
2016/1/23 9:56,22.8565,31.719997
2016/1/23 9:57,22.858004,31.715002
2016/1/23 9:58,22.841,31.705002
2016/1/23 9:59,22.810501,31.73
2016/1/23 10:00,22.836315,31.75
2016/1/23 10:01,22.825502,31.75
2016/1/23 10:02,22.812,31.75
2016/1/23 10:03,22.828001,31.689999
2016/1/23 10:04,22.8335,31.65
2016/1/23 10:05,22.83579,31.65
2016/1/23 10:06,22.843998,31.65
2016/1/23 10:07,22.842999,31.65
2016/1/23 10:08,22.812502,31.65
2016/1/23 10:09,22.832,31.65
2016/1/23 10:10,22.803503,31.65
2016/1/23 10:11,22.799477,31.655264
2016/1/23 10:12,22.833,31.65
2016/1/23 10:13,22.8125,31.65
2016/1/23 10:14,22.833002,31.65
2016/1/23 10:15,22.842,31.65
2016/1/23 10:16,22.831581,31.65
2016/1/23 10:17,22.822502,31.614002
2016/1/23 10:18,22.837,31.618496
2016/1/23 10:19,22.857502,31.560001
2016/1/23 10:20,22.857502,31.560001
2016/1/23 10:21,22.8495,31.560001
2016/1/23 10:22,22.836317,31.560001
2016/1/23 10:23,22.866003,31.555002
2016/1/23 10:24,22.884502,31.459997
2016/1/23 10:25,22.894505,31.459997
2016/1/23 10:26,22.869999,31.459997
2016/1/23 10:27,22.855265,31.459997
2016/1/23 10:28,22.870502,31.459997
2016/1/23 10:29,22.884502,31.459997
2016/1/23 10:30,22.900003,31.459997
2016/1/23 10:31,22.898502,31.428497
2016/1/23 10:32,22.871004,31.459997
2016/1/23 10:33,22.86895,31.459997
2016/1/23 10:34,22.8545,31.459997
2016/1/23 10:35,22.8605,31.459997
2016/1/23 10:36,22.850502,31.459997
2016/1/23 10:37,22.849503,31.459997
2016/1/23 10:38,22.857367,31.459997
2016/1/23 10:39,22.876001,31.392496
2016/1/23 10:40,22.873499,31.369999
2016/1/23 10:41,22.8585,31.378998
2016/1/23 10:42,22.82,31.4195
2016/1/23 10:43,22.842632,31.459997
2016/1/23 10:44,22.870998,31.414997
2016/1/23 10:45,22.858002,31.374496
2016/1/23 10:46,22.857502,31.369999
2016/1/23 10:47,22.856497,31.369999
2016/1/23 10:48,22.8485,31.369999
2016/1/23 10:49,22.845793,31.369999
2016/1/23 10:50,22.84,31.369999
2016/1/23 10:51,22.8455,31.369999
2016/1/23 10:52,22.817501,31.369999
2016/1/23 10:53,22.846003,31.369999
2016/1/23 10:54,22.850525,31.369999
2016/1/23 10:55,22.832502,31.369999
2016/1/23 10:56,22.827501,31.369999
2016/1/23 10:57,22.852503,31.369999
2016/1/23 10:58,22.8635,31.369999
2016/1/23 10:59,22.842001,31.369999
2016/1/23 11:00,22.84,31.369999
2016/1/23 11:01,22.842503,31.369999
2016/1/23 11:02,22.829502,31.369999
2016/1/23 11:03,22.829,31.369999
2016/1/23 11:04,22.835003,31.369999
2016/1/23 11:05,22.818422,31.369999
2016/1/23 11:06,22.824501,31.369999
2016/1/23 11:07,22.846003,31.369999
2016/1/23 11:08,22.869503,31.36
2016/1/23 11:09,22.8745,31.27
2016/1/23 11:10,22.8485,31.299997
2016/1/23 11:11,22.827368,31.369999
2016/1/23 11:12,22.795502,31.369999
2016/1/23 11:13,22.787502,31.446499
2016/1/23 11:14,22.814503,31.383495
2016/1/23 11:15,22.809504,31.369999
2016/1/23 11:16,22.840527,31.369999
2016/1/23 11:17,22.855503,31.359997
2016/1/23 11:18,22.871,31.294998
2016/1/23 11:19,22.856503,31.275
2016/1/23 11:20,22.843502,31.299997
2016/1/23 11:21,22.8665,31.289999
2016/1/23 11:22,22.87632,31.280523
2016/1/23 11:23,22.892002,31.27
2016/1/23 11:24,22.885004,31.27
2016/1/23 11:25,22.896502,31.27
2016/1/23 11:26,22.896503,31.210007
2016/1/23 11:27,22.91053,31.259474
2016/1/23 11:28,22.908503,31.26
2016/1/23 11:29,22.913504,31.23
2016/1/23 11:30,22.909504,31.170002
2016/1/23 11:31,22.906002,31.185001
2016/1/23 11:32,22.929998,31.196318
2016/1/23 11:33,22.946499,31.170002
2016/1/23 11:34,22.892002,31.205006
2016/1/23 11:35,22.9295,31.215002
2016/1/23 11:36,22.965498,31.170002
2016/1/23 11:37,22.955,31.170002
2016/1/23 11:38,22.897896,31.170002
2016/1/23 11:39,22.912003,31.185001
2016/1/23 11:40,22.955997,31.170002
2016/1/23 11:41,22.913006,31.170002
2016/1/23 11:42,22.939999,31.170002
2016/1/23 11:43,22.945791,31.170002
2016/1/23 11:44,22.966,31.170002
2016/1/23 11:45,22.981499,31.160004
2016/1/23 11:46,22.955997,31.16
2016/1/23 11:47,22.963497,31.170002
2016/1/23 11:48,22.943998,31.170002
2016/1/23 11:49,22.972631,31.15948
2016/1/23 11:50,22.948502,31.145
2016/1/23 11:51,22.937,31.170002
2016/1/23 11:52,22.915003,31.170002
2016/1/23 11:53,22.9295,31.170002
2016/1/23 11:54,22.902634,31.170002
2016/1/23 11:55,22.890005,31.215002
2016/1/23 11:56,22.917002,31.244999
2016/1/23 11:57,22.916002,31.175003
2016/1/23 11:58,22.898005,31.215002
2016/1/23 11:59,22.898499,31.27
2016/1/23 12:00,22.877897,31.27
2016/1/23 12:01,22.891504,31.27
2016/1/23 12:02,22.927504,31.200003
2016/1/23 12:03,22.904503,31.220001
2016/1/23 12:04,22.923002,31.27
2016/1/23 12:05,22.89158,31.27
2016/1/23 12:06,22.897003,31.27
2016/1/23 12:07,22.891003,31.27
2016/1/23 12:08,22.851505,31.27
2016/1/23 12:09,22.864002,31.27
2016/1/23 12:10,22.856316,31.27
2016/1/23 12:11,22.855001,31.27
2016/1/23 12:12,22.879002,31.27
2016/1/23 12:13,22.879002,31.27
2016/1/23 12:14,22.882,31.27
2016/1/23 12:15,22.875004,31.27
2016/1/23 12:16,22.900532,31.27
2016/1/23 12:17,22.894505,31.27
2016/1/23 12:18,22.898,31.27
2016/1/23 12:19,22.885504,31.26
2016/1/23 12:20,22.908503,31.180002
2016/1/23 12:21,22.895794,31.170002
2016/1/23 12:22,22.921501,31.170002
2016/1/23 12:23,22.935501,31.105005
2016/1/23 12:24,22.9125,31.070004
2016/1/23 12:25,22.888004,31.11
2016/1/23 12:26,22.943,31.110004
2016/1/23 12:27,22.947895,31.070004
2016/1/23 12:28,22.966497,31.070004
2016/1/23 12:29,22.924004,31.105005
2016/1/23 12:30,22.939,31.170002
2016/1/23 12:31,22.973999,31.185007
2016/1/23 12:32,23.003687,31.27
2016/1/23 12:33,23.037502,31.185003
2016/1/23 12:34,23.031506,31.170002
2016/1/23 12:35,23.019505,31.190006
2016/1/23 12:36,23.02,31.225
2016/1/23 12:37,23.025003,31.170002
2016/1/23 12:38,23.011055,31.212107
2016/1/23 12:39,23.003002,31.225006
2016/1/23 12:40,22.9925,31.265003
2016/1/23 12:41,23.025501,31.210003
2016/1/23 12:42,23.0095,31.170002
2016/1/23 12:43,23.00263,31.243681
2016/1/23 12:44,22.996,31.185003
2016/1/23 12:45,23.003498,31.170002
2016/1/23 12:46,23.027,31.205006
2016/1/23 12:47,23.0285,31.27
2016/1/23 12:48,23.033,31.27
2016/1/23 12:49,23.005789,31.27
2016/1/23 12:50,22.993,31.34
2016/1/23 12:51,23.006,31.369999
2016/1/23 12:52,22.999998,31.279999
2016/1/23 12:53,23.004002,31.359997
2016/1/23 12:54,23.051052,31.296316
2016/1/23 12:55,23.069502,31.265
2016/1/23 12:56,23.074501,31.190002
2016/1/23 12:57,23.055002,31.215002
2016/1/23 12:58,23.027502,31.27
2016/1/23 12:59,23.02158,31.359472
2016/1/23 13:00,23.048004,31.335001
2016/1/23 13:01,23.086,31.27
2016/1/23 13:02,23.044003,31.235006
2016/1/23 13:03,23.0695,31.270502
2016/1/23 13:04,23.120998,31.273499
2016/1/23 13:05,23.135788,31.27632
2016/1/23 13:06,23.110003,31.271
2016/1/23 13:07,23.122,31.274002
2016/1/23 13:08,23.095,31.2715
2016/1/23 13:09,23.082,31.359997
2016/1/23 13:10,23.147367,31.37737
2016/1/23 13:11,23.149502,31.358501
2016/1/23 13:12,23.132498,31.311504
2016/1/23 13:13,23.161,31.375004
2016/1/23 13:14,23.217997,31.315006
2016/1/23 13:15,23.2425,31.280005
2016/1/23 13:16,23.263687,31.280005
2016/1/23 13:17,23.319002,31.280005
2016/1/23 13:18,23.339,31.280005
2016/1/23 13:19,23.311502,31.280005
2016/1/23 13:20,23.343502,31.320004
2016/1/23 13:21,23.30632,31.285265
2016/1/23 13:22,23.304005,31.280005
2016/1/23 13:23,23.314003,31.280005
2016/1/23 13:24,23.335001,31.280005
2016/1/23 13:25,23.335503,31.280005
2016/1/23 13:26,23.341501,31.280005
2016/1/23 13:27,23.299475,31.280005
2016/1/23 13:28,23.308504,31.36
2016/1/23 13:29,23.282001,31.380001
2016/1/23 13:30,23.302502,31.380001
2016/1/23 13:31,23.337502,31.380001
2016/1/23 13:32,23.338425,31.380001
2016/1/23 13:33,23.372501,31.380001
2016/1/23 13:34,23.397,31.295004
2016/1/23 13:35,23.41,31.300003
2016/1/23 13:36,23.425503,31.380001
2016/1/23 13:37,23.465792,31.280005
2016/1/23 13:38,23.45,31.280005
2016/1/23 13:39,23.452503,31.280005
2016/1/23 13:40,23.452002,31.275005
2016/1/23 13:41,23.415005,31.280005
2016/1/23 13:42,23.433004,31.280005
2016/1/23 13:43,23.44895,31.280005
2016/1/23 13:44,23.431503,31.280005
2016/1/23 13:45,23.427502,31.280005
2016/1/23 13:46,23.460003,31.280005
2016/1/23 13:47,23.433004,31.280005
2016/1/23 13:48,23.43474,31.285265
2016/1/23 13:49,23.427004,31.280005
2016/1/23 13:50,23.425503,31.355001
2016/1/23 13:51,23.423504,31.380001
2016/1/23 13:52,23.425005,31.380001
2016/1/23 13:53,23.410503,31.380001
2016/1/23 13:54,23.380001,31.380001
2016/1/23 13:55,23.371502,31.399998
2016/1/23 13:56,23.391502,31.48
2016/1/23 13:57,23.405499,31.460001
2016/1/23 13:58,23.399502,31.469997
2016/1/23 13:59,23.37,31.48
2016/1/23 14:00,23.3905,31.48
2016/1/23 14:01,23.415003,31.454998
2016/1/23 14:02,23.425003,31.45
2016/1/23 14:03,23.450003,31.475
2016/1/23 14:04,23.460003,31.48
2016/1/23 14:05,23.456842,31.48
2016/1/23 14:06,23.464005,31.48
2016/1/23 14:07,23.461002,31.48
2016/1/23 14:08,23.450502,31.538502
2016/1/23 14:09,23.495497,31.539001
2016/1/23 14:10,23.504736,31.484211
2016/1/23 14:11,23.540998,31.489996
2016/1/23 14:12,23.5595,31.489996
2016/1/23 14:13,23.576502,31.485498
2016/1/23 14:14,23.594501,31.471996
2016/1/23 14:15,23.585503,31.485495
2016/1/23 14:16,23.546314,31.500526
2016/1/23 14:17,23.574501,31.539997
2016/1/23 14:18,23.6145,31.489996
2016/1/23 14:19,23.604502,31.489996
2016/1/23 14:20,23.568998,31.51
2016/1/23 14:21,23.562105,31.58474
2016/1/23 14:22,23.5965,31.590002
2016/1/23 14:23,23.620003,31.529995
2016/1/23 14:24,23.645502,31.489996
2016/1/23 14:25,23.654507,31.489996
2016/1/23 14:26,23.697365,31.489996
2016/1/23 14:27,23.722998,31.489996
2016/1/23 14:28,23.724997,31.555004
2016/1/23 14:29,23.749498,31.590002
2016/1/23 14:30,23.7615,31.590002
2016/1/23 14:31,23.759998,31.639496
2016/1/23 14:32,23.765787,31.679996
2016/1/23 14:33,23.728418,NaN
2016/1/23 14:34,23.762499,31.679996
2016/1/23 14:35,23.773497,31.679996
2016/1/23 14:36,23.762499,31.689999
2016/1/23 14:37,23.775787,31.706314
2016/1/23 14:38,23.780499,31.684994
2016/1/23 14:39,23.793001,31.679996
2016/1/23 14:40,23.784,31.679996
2016/1/23 14:41,23.766998,31.679996
2016/1/23 14:42,23.740997,31.760004
2016/1/23 14:43,23.777897,31.780005
2016/1/23 14:44,23.8185,31.76
2016/1/23 14:45,23.789001,31.770004
2016/1/23 14:46,23.751001,31.780005
2016/1/23 14:47,23.710999,31.875004
2016/1/23 14:48,23.74737,31.880001
2016/1/23 14:49,23.794003,31.805004
2016/1/23 14:50,23.751997,31.845001
2016/1/23 14:51,23.727499,31.880001
2016/1/23 14:52,23.715496,31.925003
2016/1/23 14:53,23.774502,31.880001
2016/1/23 14:54,23.82737,31.8379
2016/1/23 14:55,23.846,31.780005
2016/1/23 14:56,23.851,31.780005
2016/1/23 14:57,23.907501,31.784
2016/1/23 14:58,23.897999,31.710003
2016/1/23 14:59,23.88158,31.780005
2016/1/23 15:00,23.849499,31.780005
2016/1/23 15:01,23.880499,31.780005
2016/1/23 15:02,23.901,31.785004
2016/1/23 15:03,23.901503,31.787998
2016/1/23 15:04,23.903683,31.785265
2016/1/23 15:05,23.893497,31.781006
2016/1/23 15:06,23.907501,31.788998
2016/1/23 15:07,23.857502,31.825
2016/1/23 15:08,23.778,31.930002
2016/1/23 15:09,23.835,31.98
2016/1/23 15:10,23.881578,31.94474
2016/1/23 15:11,23.911,31.885006
2016/1/23 15:12,23.9095,31.885504
2016/1/23 15:13,23.860498,31.945002
2016/1/23 15:14,23.857,31.98
2016/1/23 15:15,23.872633,31.98
2016/1/23 15:16,23.9015,31.983002
2016/1/23 15:17,23.915998,31.985998
2016/1/23 15:18,23.916998,31.986002
2016/1/23 15:19,23.926502,32.029003
2016/1/23 15:20,23.949997,32.029995
2016/1/23 15:21,23.907896,31.990526
2016/1/23 15:22,23.877003,32.070004
2016/1/23 15:23,23.893,32.071007
2016/1/23 15:24,23.905003,32.07801
2016/1/23 15:25,23.926003,32.089005
2016/1/23 15:26,23.926315,32.0879
2016/1/23 15:27,23.890999,32.073006
2016/1/23 15:28,23.910501,32.084007
2016/1/23 15:29,23.949999,32.065
2016/1/23 15:30,23.985498,31.994995
2016/1/23 15:31,23.996498,31.989996
2016/1/23 15:32,23.976313,31.989996
2016/1/23 15:33,24.033003,31.989996
2016/1/23 15:34,24.018,31.989996
2016/1/23 15:35,24.001,31.989996
2016/1/23 15:36,24.0155,31.989996
2016/1/23 15:37,24.015263,31.989996
2016/1/23 15:38,24.0005,32.030003
2016/1/23 15:39,24.005,32.085003
2016/1/23 15:40,24.015497,32.055
2016/1/23 15:41,24.0015,32.090004
2016/1/23 15:42,23.993681,32.090004
2016/1/23 15:43,24.009998,32.090004
2016/1/23 15:44,24.026499,32.075005
2016/1/23 15:45,24.0065,32.090004
2016/1/23 15:46,24.024496,32.090004
2016/1/23 15:47,24.020502,32.090004
2016/1/23 15:48,24.056845,32.090004
2016/1/23 15:49,24.047504,32.019997
2016/1/23 15:50,23.994999,32.085003
2016/1/23 15:51,24.021,32.090004
2016/1/23 15:52,24.003,32.090004
2016/1/23 15:53,24.022633,32.090004
2016/1/23 15:54,24.045004,32.090004
2016/1/23 15:55,24.0245,32.090004
2016/1/23 15:56,23.996998,32.161995
2016/1/23 15:57,24.005001,32.179996
2016/1/23 15:58,24.019997,32.179996
2016/1/23 15:59,23.971054,32.179996
2016/1/23 16:00,23.936497,32.275005
2016/1/23 16:01,23.977997,32.280006
2016/1/23 16:02,24.019499,32.265
2016/1/23 16:03,23.9845,32.24
2016/1/23 16:04,23.97,32.280003
2016/1/23 16:05,24.021,32.280006
2016/1/23 16:06,24.023497,32.255005
2016/1/23 16:07,24.039003,32.265003
2016/1/23 16:08,24.0285,32.280006
2016/1/23 16:09,24.03,32.280006
2016/1/23 16:10,24.04895,32.280003
2016/1/23 16:11,24.072502,32.280006
2016/1/23 16:12,24.040503,32.280006
2016/1/23 16:13,24.063501,32.280006
2016/1/23 16:14,24.084496,32.280006
2016/1/23 16:15,24.06579,32.280003
2016/1/23 16:16,24.075998,32.280006
2016/1/23 16:17,24.066,32.280006
2016/1/23 16:18,24.066,32.280006
2016/1/23 16:19,24.089497,32.280006
2016/1/23 16:20,24.067501,32.280006
2016/1/23 16:21,24.030525,32.353687
2016/1/23 16:22,24.059504,32.38
2016/1/23 16:23,24.067999,32.370003
2016/1/23 16:24,24.076498,32.325
2016/1/23 16:25,24.113499,32.280006
2016/1/23 16:26,24.11421,32.280003
2016/1/23 16:27,24.094496,32.340004
2016/1/23 16:28,24.1155,32.38
2016/1/23 16:29,24.1455,32.34501
2016/1/23 16:30,24.1465,32.280006
2016/1/23 16:31,24.171051,32.285267
2016/1/23 16:32,24.150501,32.280006
2016/1/23 16:33,24.166498,32.285004
2016/1/23 16:34,24.1805,32.280006
2016/1/23 16:35,24.177502,32.280006
2016/1/23 16:36,24.173,32.3
2016/1/23 16:37,24.173683,32.37474
2016/1/23 16:38,24.171001,32.38
2016/1/23 16:39,24.189499,32.375004
2016/1/23 16:40,24.1885,32.360004
2016/1/23 16:41,24.220997,32.336006
2016/1/23 16:42,24.231577,32.28158
2016/1/23 16:43,24.241497,32.287506
2016/1/23 16:44,24.245495,32.2835
2016/1/23 16:45,24.224998,32.303
2016/1/23 16:46,24.215,32.38
2016/1/23 16:47,24.244997,32.383507
2016/1/23 16:48,24.254736,32.381058
2016/1/23 16:49,24.234999,32.353004
2016/1/23 16:50,24.211498,32.38
2016/1/23 16:51,24.203,32.38
2016/1/23 16:52,24.220495,32.38
2016/1/23 16:53,24.207363,32.38
2016/1/23 16:54,24.199501,32.38
2016/1/23 16:55,24.208996,32.38
2016/1/23 16:56,24.179502,32.3935
2016/1/23 16:57,24.182499,32.461
2016/1/23 16:58,24.2025,32.398003
2016/1/23 16:59,24.145262,32.455784
2016/1/23 17:00,24.115498,32.469994
2016/1/23 17:01,24.132502,32.489998
2016/1/23 17:02,24.158503,32.469994
2016/1/23 17:03,24.182003,32.469994
2016/1/23 17:04,24.163158,32.469997
2016/1/23 17:05,24.148996,32.48
2016/1/23 17:06,24.1695,32.494995
2016/1/23 17:07,24.168499,32.560005
2016/1/23 17:08,24.205498,32.484997
2016/1/23 17:09,24.199997,32.48579
2016/1/23 17:10,24.209497,32.495003
2016/1/23 17:11,24.259495,32.489998
2016/1/23 17:12,24.2085,32.48
2016/1/23 17:13,24.2665,32.490993
2016/1/23 17:14,24.289501,32.489998
2016/1/23 17:15,24.27526,32.489998
2016/1/23 17:16,24.231499,32.503002
2016/1/23 17:17,24.184002,32.570004
2016/1/23 17:18,24.134,32.65999
2016/1/23 17:19,24.178497,32.66999
2016/1/23 17:20,24.21105,32.66999
2016/1/23 17:21,24.237501,32.605003
2016/1/23 17:22,24.257,32.58201
2016/1/23 17:23,24.239,32.575005
2016/1/23 17:24,24.213501,32.609997
2016/1/23 17:25,24.1905,32.66999
2016/1/23 17:26,24.184212,32.66999
2016/1/23 17:27,24.199,32.66999
2016/1/23 17:28,24.2025,32.66999
2016/1/23 17:29,24.211498,32.66999
2016/1/23 17:30,24.233,32.672493
2016/1/23 17:31,24.262104,32.678417
2016/1/23 17:32,24.239498,32.672993
2016/1/23 17:33,24.216995,32.7015
2016/1/23 17:34,24.2445,32.715996
2016/1/23 17:35,24.230997,32.66999
2016/1/23 17:36,24.2705,32.679497
2016/1/23 17:37,24.282104,32.679996
2016/1/23 17:38,24.294498,32.635002
2016/1/23 17:39,24.284998,32.657497
2016/1/23 17:40,24.263,32.656494
2016/1/23 17:41,24.210497,32.66999
2016/1/23 17:42,24.236841,32.672623
2016/1/23 17:43,24.245497,32.67499
2016/1/23 17:44,24.217499,32.67049
2016/1/23 17:45,24.132998,32.761497
2016/1/23 17:46,24.161,32.800007
2016/1/23 17:47,24.193157,32.760002
2016/1/23 17:48,24.251003,32.70449
2016/1/23 17:49,24.250002,32.67549
2016/1/23 17:50,24.211498,32.683495
2016/1/23 17:51,24.2465,32.68349
2016/1/23 17:52,24.269999,32.679996
2016/1/23 17:53,24.260002,32.676834
2016/1/23 17:54,24.240997,32.676994
2016/1/23 17:55,24.231998,32.717003
2016/1/23 17:56,24.243,32.767998
2016/1/23 17:57,24.247498,32.770008
2016/1/23 17:58,24.268948,32.723682
2016/1/23 17:59,24.191,32.795
2016/1/23 18:00,24.200998,32.825
2016/1/23 18:01,24.1595,32.83499
2016/1/23 18:02,24.089497,32.935
2016/1/23 18:03,24.139004,32.96
2016/1/23 18:04,24.16316,32.859993
2016/1/23 18:05,24.1795,32.859993
2016/1/23 18:06,24.201498,32.859993
2016/1/23 18:07,24.218998,32.860992
2016/1/23 18:08,24.231998,32.836998
2016/1/23 18:09,24.231052,32.825256
2016/1/23 18:10,24.271,32.838
2016/1/23 18:11,24.287502,32.797005
2016/1/23 18:12,24.2865,32.805
2016/1/23 18:13,24.249498,32.865997
2016/1/23 18:14,24.253498,32.865993
2016/1/23 18:15,24.253159,32.925266
2016/1/23 18:16,24.253498,32.930992
2016/1/23 18:17,24.260002,32.962994
2016/1/23 18:18,24.282999,32.894997
2016/1/23 18:19,24.267,32.874496
2016/1/23 18:20,24.247894,32.937897
